"Subject","Date","TimeOfDay","ErrorCount","TestDuration","Meditated"
"06",2013-04-15,"7:29",1,101.64,FALSE
"06",2013-04-15,"19:05",3,132.47,FALSE
"06",2013-04-16,"8:44",1,99.94,FALSE
"06",2013-04-16,"8:46",2,113.53,FALSE
"06",2013-04-16,"8:48",3,117.8,FALSE
"06",2013-04-16,"22:57",2,109.49,FALSE
"06",2013-04-17,"6:50",0,104.67,FALSE
"06",2013-04-17,"6:54",1,100.58,FALSE
"06",2013-04-17,"6:57",1,110.54,FALSE
"06",2013-04-17,"14:48",1,108.78,FALSE
"06",2013-04-18,"7:00",NA,NA,NA
"06",2013-04-18,"7:12",1,105.95,TRUE
"06",2013-04-18,"7:14",3,117.03,TRUE
"06",2013-04-18,"7:16",4,131.55,TRUE
"06",2013-04-18,"15:35",1,96.71,TRUE
"06",2013-04-19,"7:32",NA,NA,NA
"06",2013-04-19,"7:48",0,112.26,TRUE
"06",2013-04-19,"7:50",5,149.34,TRUE
"06",2013-04-19,"7:52",6,133.06,TRUE
"06",2013-04-19,"20:35",0,103.39,TRUE
"06",2013-04-20,"8:11",NA,NA,NA
"06",2013-04-20,"8:25",0,115.6,TRUE
"06",2013-04-20,"8:27",2,138.31,TRUE
"06",2013-04-20,"8:29",6,139.36,TRUE
"06",2013-04-20,"14:18",6,154.34,TRUE
"06",2013-04-21,"8:32",NA,NA,NA
"06",2013-04-21,"8:44",1,99.94,TRUE
"06",2013-04-21,"8:46",2,113.53,TRUE
"06",2013-04-21,"8:48",3,117.8,TRUE
"06",2013-04-22,"9:17",NA,NA,NA
"06",2013-04-22,"9:28",4,103.14,TRUE
"06",2013-04-22,"9:30",9,143.29,TRUE
"06",2013-04-22,"9:33",5,138.81,TRUE
"06",2013-04-22,"13:54",3,106.9,TRUE
"06",2013-04-23,"7:15",NA,NA,NA
"06",2013-04-23,"7:29",0,94.55,TRUE
"06",2013-04-23,"7:31",4,131.7,TRUE
"06",2013-04-23,"7:33",6,128.15,TRUE
"06",2013-04-23,"18:13",3,108.34,TRUE
"06",2013-04-24,"6:53",NA,NA,NA
"06",2013-04-24,"7:08",0,97.03,TRUE
"06",2013-04-24,"7:10",1,104.7,TRUE
"06",2013-04-24,"7:12",1,113.98,TRUE
"06",2013-04-24,"23:30",0,99.64,TRUE
"06",2013-04-25,"7:28",NA,NA,NA
"06",2013-04-25,"7:39",2,120.99,TRUE
"06",2013-04-25,"7:41",4,130.62,TRUE
"06",2013-04-25,"7:43",7,137.26,TRUE
"06",2013-04-25,"16:15",4,134.35,TRUE
"06",2013-04-26,"8:45",NA,NA,NA
"06",2013-04-26,"8:55",1,109.31,TRUE
"06",2013-04-26,"8:57",3,102.64,TRUE
"06",2013-04-26,"8:59",8,147.09,TRUE
"06",2013-04-27,"9:45",NA,NA,NA
"06",2013-04-27,"9:56",1,102.4,TRUE
"06",2013-04-27,"9:58",3,120.38,TRUE
"06",2013-04-27,"10:00",6,134.27,TRUE
"06",2013-04-28,"9:57",0,91.91,FALSE
"06",2013-04-28,"9:59",2,122.67,FALSE
"06",2013-04-28,"10:00",2,98.35,FALSE
"06",2013-04-28,"22:05",2,105.58,FALSE
"06",2013-04-29,"7:19",0,95.33,FALSE
"06",2013-04-29,"7:21",0,86.5,FALSE
"06",2013-04-29,"7:23",5,129.75,FALSE
"06",2013-04-29,"15:36",2,107.52,FALSE
"06",2013-04-30,"9:25",4,112.87,FALSE
"06",2013-04-30,"9:27",5,139.89,FALSE
"06",2013-04-30,"9:29",6,119.34,FALSE
"06",2013-04-30,"19:50",0,88.41,FALSE
"06",2013-05-01,"8:12",1,110.18,FALSE
"06",2013-05-01,"8:15",1,103.92,FALSE
"06",2013-05-01,"8:17",3,111.23,FALSE
"06",2013-05-01,"12:41",1,91.58,FALSE
"06",2013-05-02,"7:24",0,85.26,FALSE
"06",2013-05-02,"7:26",2,112.29,FALSE
"06",2013-05-02,"7:28",2,100.46,FALSE
"06",2013-05-02,"15:05",1,98.26,FALSE
"06",2013-05-03,"9:57",4,129.94,FALSE
"06",2013-05-03,"9:59",5,118.31,FALSE
"06",2013-05-03,"10:01",8,142.6,FALSE
"06",2013-05-03,"14:02",3,117.9,FALSE
"07",2013-04-13,"13:13",4,122,FALSE
"07",2013-04-13,"13:16",1,120,FALSE
"07",2013-04-13,"13:18",1,136,FALSE
"07",2013-04-13,"23:20",4,128,FALSE
"07",2013-04-14,"11:40",4,142,FALSE
"07",2013-04-14,"11:43",3,137,FALSE
"07",2013-04-14,"11:45",2,129,FALSE
"07",2013-04-14,"23:11",2,145,FALSE
"07",2013-04-14,"23:14",4,129,FALSE
"07",2013-04-14,"23:16",0,107,FALSE
"07",2013-04-15,"7:53",2,128,FALSE
"07",2013-04-15,"7:55",2,122,FALSE
"07",2013-04-15,"7:57",2,129,FALSE
"07",2013-04-15,"23:33",1,126,FALSE
"07",2013-04-16,"7:41",5,158,FALSE
"07",2013-04-16,"7:44",2,133,FALSE
"07",2013-04-16,"7:47",3,131,FALSE
"07",2013-04-16,"17:13",1,105,FALSE
"07",2013-04-16,"17:15",2,116,FALSE
"07",2013-04-16,"17:18",4,106,FALSE
"07",2013-04-16,"21:03",7,131,FALSE
"07",2013-04-17,"18:29",6,109,FALSE
"07",2013-04-17,"18:32",2,105,FALSE
"07",2013-04-17,"18:34",4,106,FALSE
"07",2013-04-17,"18:36",8,128,FALSE
"07",2013-04-18,"10:04",1,96,FALSE
"07",2013-04-18,"10:06",5,119,FALSE
"07",2013-04-18,"10:08",5,117,FALSE
"07",2013-04-19,"17:46",0,114,FALSE
"07",2013-04-19,"17:48",5,108,FALSE
"07",2013-04-20,"10:26",NA,NA,NA
"07",2013-04-20,"10:36",3,128,TRUE
"07",2013-04-20,"10:39",4,122,TRUE
"07",2013-04-20,"10:41",2,116,TRUE
"08",2013-04-11,"9:30",3,168.67,FALSE
"08",2013-04-11,"9:30",2,165.85,FALSE
"08",2013-04-11,"9:30",3,166.76,FALSE
"08",2013-04-11,"16:00",2,162.55,FALSE
"08",2013-04-12,"12:21",2,143.56,FALSE
"08",2013-04-12,"12:25",1,152.75,FALSE
"08",2013-04-12,"12:28",1,138.21,FALSE
"08",2013-04-12,"19:38",2,132.88,FALSE
"08",2013-04-13,"11:18",4,185.97,FALSE
"08",2013-04-13,"11:22",6,164.75,FALSE
"08",2013-04-13,"11:25",1,142.96,FALSE
"08",2013-04-13,"2:47",4,157.76,FALSE
"08",2013-04-14,"12:41",1,146.17,FALSE
"08",2013-04-14,"12:43",0,129.47,FALSE
"08",2013-04-14,"12:46",4,142.49,FALSE
"08",2013-04-14,"18:59",2,134.56,FALSE
"08",2013-04-15,"11:13",2,168.64,FALSE
"08",2013-04-15,"11:16",4,117.54,FALSE
"08",2013-04-15,"11:21",1,141.98,FALSE
"08",2013-04-15,"22:07",1,147.57,FALSE
"08",2013-04-16,"12:55",6,173.91,FALSE
"08",2013-04-16,"12:58",2,131.83,FALSE
"08",2013-04-16,"13:00",0,128.04,FALSE
"09",2013-04-11,"8:31",6,248.26,FALSE
"09",2013-04-11,"8:37",2,196.41,FALSE
"09",2013-04-11,"8:41",4,220.21,FALSE
"09",2013-04-11,"16:43",3,172.69,FALSE
"09",2013-04-12,"8:10",4,241.13,FALSE
"09",2013-04-12,"8:15",2,171.41,FALSE
"09",2013-04-12,"8:19",2,204.31,FALSE
"09",2013-04-12,"14:31",3,174.02,FALSE
"09",2013-04-13,"9:39",5,163.79,FALSE
"09",2013-04-13,"9:43",0,130.36,FALSE
"09",2013-04-13,"9:47",2,131.81,FALSE
"09",2013-04-13,"15:12",1,163.92,FALSE
"09",2013-04-14,"9:24",4,171,FALSE
"09",2013-04-14,"9:28",2,181.48,FALSE
"09",2013-04-14,"9:33",2,210.35,FALSE
"09",2013-04-14,"13:12",2,174.38,FALSE
"09",2013-04-15,"9:12",4,206.64,FALSE
"09",2013-04-15,"9:17",2,172.04,FALSE
"09",2013-04-15,"9:22",2,155,FALSE
"09",2013-04-15,"14:48",2,182.6,FALSE
"09",2013-04-16,"8:13",4,220.54,FALSE
"09",2013-04-16,"8:17",2,191.06,FALSE
"09",2013-04-16,"8:23",1,176.86,FALSE
"09",2013-04-16,"15:12",1,125.59,FALSE
"09",2013-04-17,"9:04",3,221.55,FALSE
"09",2013-04-17,"9:09",1,170.2,FALSE
"09",2013-04-17,"9:15",1,149.45,FALSE
"09",2013-04-17,"17:18",2,111.6,FALSE
"09",2013-04-18,"9:23",3,199.34,FALSE
"09",2013-04-18,"9:28",1,150.64,FALSE
"09",2013-04-18,"9:33",1,157.02,FALSE
"09",2013-04-18,"15:46",2,167.1,FALSE
"10",2013-04-11,"9:00",4,251.75,FALSE
"10",2013-04-11,"9:05",1,164.6,FALSE
"10",2013-04-11,"9:10",3,170.01,FALSE
"10",2013-04-13,"18:53",4,151.72,FALSE
"11",2013-04-11,"10:30",0,168.46,FALSE
"11",2013-04-11,"10:30",0,158.75,FALSE
"11",2013-04-11,"10:30",0,182.91,FALSE
"11",2013-04-11,"22:20",0,185.29,FALSE
